hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,destpurp1_desc_01,destplace1_desc_01,startime_01,arrtime_01,vistadist_01,travtime_01,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS,weight,wfh_intensity,wfh_adopter,wfh_category,perspoststratweight,agegroup,sex,carlicence,emptype,persinc,analysis_weight
Y24H6046210,Y24H6046210P02,Y24H6046210P02JTW1017,Weekday,FROM_HOME,Y24H6046210P02S03,976,Greater Shepparton (C),TO_WORK,Y24H6046210P02S03,981.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,976.0,981.0,2.22949,5.0,Vehicle Driver,5.0,2.22949,5.0,291.954883866,Other,Shepparton SA4,291.954883866,0.0,0,No_WFH,173.896763401,40->44,Male,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",291.954883866
Y24H6046212,Y24H6046212P01,Y24H6046212P01JTW1018,Weekday,FROM_HOME,Y24H6046212P01S01,818,Greater Shepparton (C),TO_WORK,Y24H6046212P01S01,834.0,Greater Shepparton (C),Vehicle Passenger,Work Related,Place of work,818.0,834.0,10.35404,16.0,Vehicle Passenger,16.0,10.35404,16.0,82.083348184,Other,Shepparton SA4,82.083348184,0.0,0,No_WFH,82.083348184,35->39,Female,Learners Permit,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",82.083348184
Y24H6046212,Y24H6046212P02,Y24H6046212P02JTW1019,Weekday,FROM_HOME,Y24H6046212P02S03,818,Greater Shepparton (C),TO_WORK,Y24H6046212P02S03,834.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,818.0,834.0,10.35404,16.0,Vehicle Driver,16.0,10.35404,16.0,86.436822117,Other,Shepparton SA4,86.436822117,0.0,0,No_WFH,86.436822117,30->34,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",86.436822117
Y24H6046215,Y24H6046215P01,Y24H6046215P01JTW1020,Weekday,FROM_HOME,Y24H6046215P01S01,440,Greater Shepparton (C),TO_WORK,Y24H6046215P01S01,445.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,440.0,445.0,3.32826,5.0,Vehicle Driver,5.0,3.32826,5.0,257.093851587,Other,Shepparton SA4,257.093851587,0.0,0,No_WFH,257.093851587,30->34,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",257.093851587
Y24H6046215,Y24H6046215P01,Y24H6046215P01JTW1021,Weekday,FROM_HOME,Y24H6046215P01S03,775,Greater Shepparton (C),TO_WORK,Y24H6046215P01S03,780.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,775.0,780.0,3.32826,5.0,Vehicle Driver,5.0,3.32826,5.0,257.093851587,Other,Shepparton SA4,257.093851587,0.0,0,No_WFH,257.093851587,30->34,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",257.093851587
Y24H6046223,Y24H6046223P01,Y24H6046223P01JTW1022,Weekday,FROM_HOME,Y24H6046223P01S01,339,Greater Shepparton (C),TO_WORK,Y24H6046223P01S01,354.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,339.0,354.0,10.65064,15.0,Vehicle Driver,15.0,10.65064,15.0,130.451703663,Other,Shepparton SA4,130.451703663,0.0,0,No_WFH,130.451703663,35->39,Male,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",130.451703663
Y24H6046225,Y24H6046225P01,Y24H6046225P01JTW1023,Weekday,FROM_HOME,Y24H6046225P01S01,330,Greater Shepparton (C),TO_WORK,Y24H6046225P01S01,380.0,Moira (S),Vehicle Driver,Work Related,Place of work,330.0,380.0,68.75565,50.0,Vehicle Driver,50.0,68.75565,50.0,113.473667416,Other,Shepparton SA4,113.473667416,0.0,0,No_WFH,113.473667416,25->29,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",113.473667416
Y24H6046239,Y24H6046239P02,Y24H6046239P02JTW1024,Weekday,FROM_HOME,Y24H6046239P02S01,345,Greater Shepparton (C),TO_WORK,Y24H6046239P02S01,355.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,345.0,355.0,5.00811,10.0,Vehicle Driver,10.0,5.00811,10.0,89.780752328,Other,Shepparton SA4,89.780752328,0.0,0,No_WFH,53.476009851,35->39,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",89.780752328
Y24H6050305,Y24H6050305P03,Y24H6050305P03JTW1025,Weekday,FROM_HOME,Y24H6050305P03S01,510,Glen Eira (C),TO_WORK,Y24H6050305P03S01,560.0,Maribyrnong (C),Vehicle Driver,Work Related,Place of work,510.0,560.0,32.63086,50.0,Vehicle Driver,50.0,32.63086,50.0,719.706060891,MELB - Middle,Greater Melbourne,719.706060891,2.0,1,Occasional_WFH,428.67772216,45->49,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",719.706060891
Y24H6050305,Y24H6050305P05,Y24H6050305P05JTW1026,Weekday,FROM_HOME,Y24H6050305P05S11,950,Glen Eira (C),TO_WORK,Y24H6050305P05S11,960.0,Kingston (C),Vehicle Driver,Work Related,Place of work,950.0,960.0,3.6792,10.0,Vehicle Driver,10.0,3.6792,10.0,242.229278019,MELB - Middle,Greater Melbourne,242.229278019,0.0,0,No_WFH,242.229278019,15->19,Male,Red Probationary Licence,Paid Employee,Nil income,242.229278019
Y24H6050306,Y24H6050306P01,Y24H6050306P01JTW1027,Weekend,FROM_HOME,Y24H6050306P01S01,450,Glen Eira (C),TO_WORK,Y24H6050306P01S01,465.0,Bayside (C),Vehicle Driver,Work Related,Place of work,450.0,465.0,7.4811,15.0,Vehicle Driver,15.0,7.4811,15.0,473.326409694,MELB - Middle,Greater Melbourne,473.326409694,0.0,0,No_WFH,473.326409694,35->39,Male,Full Licence,Employer,"$3,000-$3,499 ($156,000-$181,999)",473.326409694
Y24H6050308,Y24H6050308P02,Y24H6050308P02JTW1028,Weekday,FROM_HOME,Y24H6050308P02S05,495,Glen Eira (C),TO_WORK,Y24H6050308P02S05,525.0,Bayside (C),Vehicle Driver,Work Related,Place of work,495.0,525.0,8.03946,30.0,Vehicle Driver,30.0,8.03946,30.0,483.111544043,MELB - Middle,Greater Melbourne,483.111544043,0.0,0,No_WFH,483.111544043,45->49,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",483.111544043
Y24H6050309,Y24H6050309P01,Y24H6050309P01JTW1029,Weekday,FROM_HOME,Y24H6050309P01S03,551,Glen Eira (C),TO_WORK,Y24H6050309P01S04,579.0,Kingston (C),Vehicle Driver,Pick-up or Drop-off Someone,Accommodation,551.0,563.0,4.62104,12.0,Vehicle Driver,26.0,9.90147,28.0,594.329113543,MELB - Middle,Greater Melbourne,594.329113543,0.0,0,No_WFH,594.329113543,40->44,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",594.329113543
Y24H6050312,Y24H6050312P01,Y24H6050312P01JTW1030,Weekday,FROM_HOME,Y24H6050312P01S01,507,Glen Eira (C),TO_WORK,Y24H6050312P01S02,538.0,Greater Dandenong (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,507.0,511.0,1.16314,4.0,Vehicle Driver,31.0,21.44842,31.0,467.086672171,MELB - Middle,Greater Melbourne,467.086672171,1.0,1,Occasional_WFH,467.086672171,50->54,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",467.086672171
Y24H6050315,Y24H6050315P01,Y24H6050315P01JTW1031,Weekday,FROM_HOME,Y24H6050315P01S01,450,Glen Eira (C),TO_WORK,Y24H6050315P01S01,475.0,Kingston (C),Vehicle Driver,Work Related,Place of work,450.0,475.0,19.2511,25.0,Vehicle Driver,25.0,19.2511,25.0,408.732342589,MELB - Middle,Greater Melbourne,408.732342589,0.0,0,No_WFH,408.732342589,30->34,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",408.732342589
Y24H6050316,Y24H6050316P01,Y24H6050316P01JTW1032,Weekday,FROM_HOME,Y24H6050316P01S01,540,Glen Eira (C),TO_WORK,Y24H6050316P01S01,570.0,Monash (C),Vehicle Driver,Work Related,Place of work,540.0,570.0,5.93358,30.0,Vehicle Driver,30.0,5.93358,30.0,909.431321485,MELB - Middle,Greater Melbourne,909.431321485,0.0,0,No_WFH,909.431321485,65->69,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",909.431321485
Y24H6050316,Y24H6050316P01,Y24H6050316P01JTW1033,Weekday,FROM_HOME,Y24H6050316P01S05,755,Glen Eira (C),TO_WORK,Y24H6050316P01S05,770.0,Monash (C),Vehicle Driver,Work Related,Place of work,755.0,770.0,5.93442,15.0,Vehicle Driver,15.0,5.93442,15.0,909.431321485,MELB - Middle,Greater Melbourne,909.431321485,0.0,0,No_WFH,909.431321485,65->69,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",909.431321485
Y24H6050316,Y24H6050316P02,Y24H6050316P02JTW1034,Weekday,FROM_HOME,Y24H6050316P02S01,446,Glen Eira (C),TO_WORK,Y24H6050316P02S01,493.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,446.0,493.0,20.19228,47.0,Vehicle Driver,47.0,20.19228,47.0,589.48264937,MELB - Middle,Greater Melbourne,589.48264937,2.0,1,Occasional_WFH,519.941665151,65->69,Female,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",589.48264937
Y24H6050323,Y24H6050323P01,Y24H6050323P01JTW1035,Weekday,FROM_HOME,Y24H6050323P01S01,465,Glen Eira (C),TO_WORK,Y24H6050323P01S01,480.0,Kingston (C),Vehicle Passenger,Work Related,Place of work,465.0,480.0,4.25586,15.0,Vehicle Passenger,15.0,4.25586,15.0,512.713702309,MELB - Middle,Greater Melbourne,512.713702309,0.0,0,No_WFH,305.387093383,20->24,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",512.713702309
Y24H6050323,Y24H6050323P02,Y24H6050323P02JTW1036,Weekday,FROM_HOME,Y24H6050323P02S01,465,Glen Eira (C),TO_WORK,Y24H6050323P02S01,480.0,Kingston (C),Vehicle Driver,Work Related,Place of work,465.0,480.0,4.25571,15.0,Vehicle Driver,15.0,4.25571,15.0,311.656843114,MELB - Middle,Greater Melbourne,311.656843114,0.0,0,No_WFH,311.656843114,20->24,Female,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",311.656843114
Y24H6050324,Y24H6050324P01,Y24H6050324P01JTW1037,Weekday,FROM_HOME,Y24H6050324P01S01,470,Glen Eira (C),TO_WORK,Y24H6050324P01S03,530.0,Melbourne (C),Walking,Change Mode,Transport Feature,470.0,475.0,0.35105,5.0,Train,53.0,18.51268,60.0,537.693630054,MELB - Middle,Greater Melbourne,537.693630054,3.0,1,Frequent_WFH,537.693630054,30->34,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",537.693630054
Y24H6050336,Y24H6050336P01,Y24H6050336P01JTW1038,Weekday,FROM_HOME,Y24H6050336P01S01,420,Glen Eira (C),TO_WORK,Y24H6050336P01S01,450.0,Kingston (C),Vehicle Driver,Work Related,Place of work,420.0,450.0,12.93221,30.0,Vehicle Driver,30.0,12.93221,30.0,829.231964257,MELB - Middle,Greater Melbourne,829.231964257,0.0,0,No_WFH,829.231964257,35->39,Male,Full Licence,Self-Employed,"$650-$799 ($33,800-$41,599)",829.231964257
Y24H6050338,Y24H6050338P01,Y24H6050338P01JTW1039,Weekday,FROM_HOME,Y24H6050338P01S01,420,Glen Eira (C),TO_WORK,Y24H6050338P01S01,455.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,420.0,455.0,20.49219,35.0,Vehicle Driver,35.0,20.49219,35.0,357.745673952,MELB - Middle,Greater Melbourne,357.745673952,1.0,1,Occasional_WFH,357.745673952,65->69,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",357.745673952
Y24H6050339,Y24H6050339P01,Y24H6050339P01JTW1040,Weekday,FROM_HOME,Y24H6050339P01S01,473,Glen Eira (C),TO_WORK,Y24H6050339P01S01,482.0,Bayside (C),Vehicle Driver,Work Related,Place of work,473.0,482.0,3.61523,9.0,Vehicle Driver,9.0,3.61523,9.0,455.876459374,MELB - Middle,Greater Melbourne,455.876459374,0.0,0,No_WFH,455.876459374,55->59,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",455.876459374
Y24H6050339,Y24H6050339P02,Y24H6050339P02JTW1041,Weekday,FROM_HOME,Y24H6050339P02S01,588,Glen Eira (C),TO_WORK,Y24H6050339P02S01,590.0,Glen Eira (C),Vehicle Driver,Work Related,Place of work,588.0,590.0,1.09249,2.0,Vehicle Driver,2.0,1.09249,2.0,756.845826682,MELB - Middle,Greater Melbourne,756.845826682,0.0,0,No_WFH,663.427857897,25->29,Female,Green Probationary Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",756.845826682
Y24H6050340,Y24H6050340P02,Y24H6050340P02JTW1042,Weekday,FROM_HOME,Y24H6050340P02S03,832,Glen Eira (C),TO_WORK,Y24H6050340P02S03,840.0,Kingston (C),Walking,Work Related,Place of work,832.0,840.0,0.53087,8.0,Walking,8.0,0.53087,8.0,641.902880548,MELB - Middle,Greater Melbourne,641.902880548,0.0,0,No_WFH,641.902880548,55->59,Male,Full Licence,Work in Family Business,"$800-$999 ($41,600-$51,999)",641.902880548
Y24H6050340,Y24H6050340P03,Y24H6050340P03JTW1043,Weekday,FROM_HOME,Y24H6050340P03S01,840,Glen Eira (C),TO_WORK,Y24H6050340P03S01,860.0,Kingston (C),Vehicle Driver,Work Related,Place of work,840.0,860.0,8.54285,20.0,Vehicle Driver,20.0,8.54285,20.0,1792.634774492,MELB - Middle,Greater Melbourne,1792.634774492,0.0,0,No_WFH,1792.634774492,30->34,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",1792.634774492
Y24H6050409,Y24H6050409P01,Y24H6050409P01JTW1044,Weekday,FROM_HOME,Y24H6050409P01S01,470,Mitchell (S),TO_WORK,Y24H6050409P01S05,564.0,Melbourne (C),Vehicle Driver,Pick-up or Drop-off Someone,Transport Feature,470.0,471.0,0.18801,1.0,Train,82.0,56.65988,94.0,1307.78940423,MELB - Outer,Greater Melbourne,1307.78940423,3.0,1,Frequent_WFH,1307.78940423,45->49,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",1307.78940423
Y24H6050409,Y24H6050409P03,Y24H6050409P03JTW1045,Weekday,FROM_HOME,Y24H6050409P03S01,390,Mitchell (S),TO_WORK,Y24H6050409P03S01,410.0,Whittlesea (C),Vehicle Driver,Work Related,Place of work,390.0,410.0,18.01876,20.0,Vehicle Driver,20.0,18.01876,20.0,2339.976478847,MELB - Outer,Greater Melbourne,2339.976478847,0.0,0,No_WFH,1393.757592672,20->24,Male,Red Probationary Licence,Paid Employee,"$150-$299 ($7,800-$15,599)",2339.976478847
Y24H6050415,Y24H6050415P01,Y24H6050415P01JTW1046,Weekday,FROM_HOME,Y24H6050415P01S01,450,Mitchell (S),TO_WORK,Y24H6050415P01S03,485.0,Mitchell (S),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,450.0,455.0,0.86305,5.0,Vehicle Driver,25.0,5.37926,35.0,789.860823649,MELB - Outer,Greater Melbourne,789.860823649,0.0,0,No_WFH,789.860823649,35->39,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",789.860823649
Y24H6050415,Y24H6050415P02,Y24H6050415P02JTW1047,Weekday,FROM_HOME,Y24H6050415P02S01,390,Mitchell (S),TO_WORK,Y24H6050415P02S02,430.0,Whittlesea (C),Vehicle Driver,Pick-up or Drop-off Someone,Accommodation,390.0,405.0,4.54826,15.0,Vehicle Driver,39.0,24.76866,40.0,1048.157024268,MELB - Outer,Greater Melbourne,1048.157024268,0.0,0,No_WFH,1048.157024268,35->39,Male,Full Licence,Employer,"$2,000-$2,999 ($104,000-$155,999)",1048.157024268
Y24H6050432,Y24H6050432P02,Y24H6050432P02JTW1048,Weekday,FROM_HOME,Y24H6050432P02S01,465,Hume (C),TO_WORK,Y24H6050432P02S01,550.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,465.0,550.0,44.0907,85.0,Vehicle Driver,85.0,44.0907,85.0,716.592399768,MELB - Outer,Greater Melbourne,716.592399768,0.0,0,No_WFH,716.592399768,30->34,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",716.592399768
Y24H6050441,Y24H6050441P01,Y24H6050441P01JTW1049,Weekend,FROM_HOME,Y24H6050441P01S01,300,Hume (C),TO_WORK,Y24H6050441P01S01,330.0,Maribyrnong (C),Vehicle Driver,Work Related,Place of work,300.0,330.0,42.7541,30.0,Vehicle Driver,30.0,42.7541,30.0,1260.380077826,MELB - Outer,Greater Melbourne,1260.380077826,0.0,0,No_WFH,750.718786707,30->34,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",1260.380077826
Y24H6050508,Y24H6050508P01,Y24H6050508P01JTW1050,Weekday,FROM_HOME,Y24H6050508P01S01,462,Wyndham (C),TO_WORK,Y24H6050508P01S03,496.0,Wyndham (C),Vehicle Driver,Buy Something,Entertainment venue,462.0,463.0,0.18309,1.0,Vehicle Driver,12.0,7.02154,34.0,916.23144175,MELB - Outer,Greater Melbourne,916.23144175,0.0,0,No_WFH,916.23144175,25->29,Female,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",916.23144175
Y24H6050517,Y24H6050517P01,Y24H6050517P01JTW1051,Weekday,FROM_HOME,Y24H6050517P01S01,245,Wyndham (C),TO_WORK,Y24H6050517P01S02,570.0,Interstate,Taxi,Change Mode,Transport Feature,245.0,285.0,45.67539,40.0,Taxi / Rideshare,98.81999999999994,43.67539,146.81999999999994,253.163172176,MELB - Outer,Greater Melbourne,253.163172176,3.0,1,Frequent_WFH,253.163172176,30->34,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",253.163172176
Y24H6050518,Y24H6050518P01,Y24H6050518P01JTW1052,Weekday,FROM_HOME,Y24H6050518P01S01,500,Wyndham (C),TO_WORK,Y24H6050518P01S03,580.0,Hobsons Bay (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,500.0,515.0,1.81308,15.0,Vehicle Driver,65.0,31.186,80.0,507.368566511,MELB - Outer,Greater Melbourne,507.368566511,3.0,1,Frequent_WFH,507.368566511,50->54,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",507.368566511
Y24H6050518,Y24H6050518P02,Y24H6050518P02JTW1053,Weekday,FROM_HOME,Y24H6050518P02S01,376,Wyndham (C),TO_WORK,Y24H6050518P02S02,425.0,Greater Geelong (C),Vehicle Driver,Buy Something,Retail venue,376.0,409.0,38.96097,33.0,Vehicle Driver,47.0,51.71951,49.0,638.562880935,MELB - Outer,Greater Melbourne,638.562880935,3.0,1,Frequent_WFH,638.562880935,30->34,Female,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",638.562880935
Y24H6050521,Y24H6050521P02,Y24H6050521P02JTW1054,Weekend,FROM_HOME,Y24H6050521P02S01,551,Wyndham (C),TO_WORK,Y24H6050521P02S01,569.0,Wyndham (C),Vehicle Driver,Work Related,Place of work,551.0,569.0,11.1541,18.0,Vehicle Driver,18.0,11.1541,18.0,806.965099849,MELB - Outer,Greater Melbourne,806.965099849,0.0,0,No_WFH,480.651726675,35->39,Female,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",806.965099849
Y24H6050530,Y24H6050530P02,Y24H6050530P02JTW1055,Weekday,FROM_HOME,Y24H6050530P02S01,300,Wyndham (C),TO_WORK,Y24H6050530P02S05,375.0,Melbourne (C),Vehicle Driver,Change Mode,Transport Feature,300.0,310.0,3.56041,10.0,Train,57.0,41.83774999999999,75.0,902.247832299,MELB - Outer,Greater Melbourne,902.247832299,0.0,0,No_WFH,537.404874838,35->39,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",902.247832299
Y24H6050532,Y24H6050532P01,Y24H6050532P01JTW1056,Weekday,FROM_HOME,Y24H6050532P01S01,457,Wyndham (C),TO_WORK,Y24H6050532P01S05,550.0,Melbourne (C),Vehicle Passenger,Change Mode,Transport Feature,457.0,464.0,3.51693,7.0,Train,63.0,41.60619,93.0,374.271416975,MELB - Outer,Greater Melbourne,374.271416975,3.0,1,Frequent_WFH,374.271416975,35->39,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",374.271416975
Y24H6050536,Y24H6050536P01,Y24H6050536P01JTW1057,Weekday,FROM_HOME,Y24H6050536P01S01,375,Wyndham (C),TO_WORK,Y24H6050536P01S01,405.0,Wyndham (C),Vehicle Driver,Work Related,Place of work,375.0,405.0,12.4747,30.0,Vehicle Driver,30.0,12.4747,30.0,453.423282525,MELB - Outer,Greater Melbourne,453.423282525,0.0,0,No_WFH,453.423282525,35->39,Female,Full Licence,Not in Work Force,Negative income,453.423282525
Y24H6050539,Y24H6050539P01,Y24H6050539P01JTW1058,Weekday,FROM_HOME,Y24H6050539P01S01,380,Wyndham (C),TO_WORK,Y24H6050539P01S01,520.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,380.0,520.0,250.51321,140.0,Vehicle Driver,98.81999999999994,86.52100259999997,140.0,690.53914493,MELB - Outer,Greater Melbourne,690.53914493,0.0,0,No_WFH,690.53914493,35->39,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",690.53914493
Y24H6056105,Y24H6056105P01,Y24H6056105P01JTW1059,Weekday,FROM_HOME,Y24H6056105P01S01,480,Greater Shepparton (C),TO_WORK,Y24H6056105P01S02,510.0,Greater Shepparton (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,480.0,495.0,8.95199,15.0,Vehicle Driver,30.0,10.24525,30.0,206.194618946,Other,Shepparton SA4,206.194618946,5.0,1,Full_WFH,122.815472002,60->64,Male,Full Licence,Self-Employed,"$800-$999 ($41,600-$51,999)",206.194618946
Y24H6056105,Y24H6056105P01,Y24H6056105P01JTW1060,Weekday,FROM_HOME,Y24H6056105P01S04,825,Greater Shepparton (C),TO_WORK,Y24H6056105P01S04,840.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,825.0,840.0,10.50286,15.0,Vehicle Driver,15.0,10.50286,15.0,206.194618946,Other,Shepparton SA4,206.194618946,5.0,1,Full_WFH,122.815472002,60->64,Male,Full Licence,Self-Employed,"$800-$999 ($41,600-$51,999)",206.194618946
Y24H6056105,Y24H6056105P02,Y24H6056105P02JTW1061,Weekday,FROM_HOME,Y24H6056105P02S01,510,Greater Shepparton (C),TO_WORK,Y24H6056105P02S01,525.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,510.0,525.0,9.29848,15.0,Vehicle Driver,15.0,9.29848,15.0,115.592903544,Other,Shepparton SA4,115.592903544,5.0,1,Full_WFH,115.592903544,50->54,Female,Full Licence,Self-Employed,"$1,000-$1,249 ($52,000-$64,999)",115.592903544
Y24H6056105,Y24H6056105P02,Y24H6056105P02JTW1062,Weekday,FROM_HOME,Y24H6056105P02S03,825,Greater Shepparton (C),TO_WORK,Y24H6056105P02S03,840.0,Greater Shepparton (C),Vehicle Passenger,Work Related,Place of work,825.0,840.0,10.50292,15.0,Vehicle Passenger,15.0,10.50292,15.0,115.592903544,Other,Shepparton SA4,115.592903544,5.0,1,Full_WFH,115.592903544,50->54,Female,Full Licence,Self-Employed,"$1,000-$1,249 ($52,000-$64,999)",115.592903544
Y24H6056105,Y24H6056105P02,Y24H6056105P02JTW1063,Weekday,FROM_HOME,Y24H6056105P02S08,1175,Greater Shepparton (C),TO_WORK,Y24H6056105P02S08,1185.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,1175.0,1185.0,0.24294,10.0,Vehicle Driver,10.0,0.24294,10.0,115.592903544,Other,Shepparton SA4,115.592903544,5.0,1,Full_WFH,115.592903544,50->54,Female,Full Licence,Self-Employed,"$1,000-$1,249 ($52,000-$64,999)",115.592903544
Y24H6056105,Y24H6056105P03,Y24H6056105P03JTW1064,Weekday,FROM_HOME,Y24H6056105P03S01,400,Greater Shepparton (C),TO_WORK,Y24H6056105P03S01,420.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,400.0,420.0,17.14086,20.0,Vehicle Driver,20.0,17.14086,20.0,249.501469631,Other,Shepparton SA4,249.501469631,0.0,0,No_WFH,148.610283405,20->24,Female,Green Probationary Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",249.501469631
Y24H6056105,Y24H6056105P03,Y24H6056105P03JTW1065,Weekday,FROM_HOME,Y24H6056105P03S03,615,Greater Shepparton (C),TO_WORK,Y24H6056105P03S03,630.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,615.0,630.0,8.68625,15.0,Vehicle Driver,15.0,8.68625,15.0,249.501469631,Other,Shepparton SA4,249.501469631,0.0,0,No_WFH,148.610283405,20->24,Female,Green Probationary Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",249.501469631
Y24H6056105,Y24H6056105P03,Y24H6056105P03JTW1066,Weekday,FROM_HOME,Y24H6056105P03S05,830,Greater Shepparton (C),TO_WORK,Y24H6056105P03S05,865.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,830.0,865.0,41.71318,35.0,Vehicle Driver,35.0,41.71318,35.0,249.501469631,Other,Shepparton SA4,249.501469631,0.0,0,No_WFH,148.610283405,20->24,Female,Green Probationary Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",249.501469631
Y24H6056111,Y24H6056111P01,Y24H6056111P01JTW1067,Weekday,FROM_HOME,Y24H6056111P01S01,415,Greater Shepparton (C),TO_WORK,Y24H6056111P01S01,460.0,Campaspe (S),Vehicle Driver,Work Related,Place of work,415.0,460.0,78.34999,45.0,Vehicle Driver,45.0,78.34999,45.0,113.690985084,Other,Shepparton SA4,113.690985084,5.0,1,Full_WFH,67.717635246,55->59,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",113.690985084
Y24H6056112,Y24H6056112P01,Y24H6056112P01JTW1068,Weekday,FROM_HOME,Y24H6056112P01S01,501,Greater Shepparton (C),TO_WORK,Y24H6056112P01S01,513.0,Greater Shepparton (C),Vehicle Driver,Work Related,Place of work,501.0,513.0,6.87675,12.0,Vehicle Driver,12.0,6.87675,12.0,109.882955219,Other,Shepparton SA4,109.882955219,2.0,1,Occasional_WFH,109.882955219,40->44,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",109.882955219
Y24H6056112,Y24H6056112P02,Y24H6056112P02JTW1069,Weekday,FROM_HOME,Y24H6056112P02S01,390,Greater Shepparton (C),TO_WORK,Y24H6056112P02S01,410.0,Greater Shepparton (C),Vehicle Passenger,Work Related,Place of work,390.0,410.0,11.41042,20.0,Vehicle Passenger,20.0,11.41042,20.0,157.58788879,Other,Shepparton SA4,157.58788879,0.0,0,No_WFH,93.863899274,40->44,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",157.58788879
