hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,destpurp1_desc_01,destplace1_desc_01,startime_01,arrtime_01,vistadist_01,travtime_01,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS,weight,wfh_intensity,wfh_adopter,wfh_category,perspoststratweight,agegroup,sex,carlicence,emptype,persinc,analysis_weight
Y24H6160217,Y24H6160217P02,Y24H6160217P02JTW1526,Weekday,FROM_HOME,Y24H6160217P02S01,454,Monash (C),TO_WORK,Y24H6160217P02S01,460.0,Monash (C),Vehicle Passenger,Work Related,Place of education,454.0,460.0,1.99291,6.0,Vehicle Passenger,6.0,1.99291,6.0,681.084570046,MELB - Middle,Greater Melbourne,681.084570046,0.0,0,No_WFH,405.673646438,60->64,Female,Full Licence,Paid Employee,"$500-$649 ($26,000-$33,799)",681.084570046
Y24H6160222,Y24H6160222P01,Y24H6160222P01JTW1527,Weekday,FROM_HOME,Y24H6160222P01S01,421,Monash (C),TO_WORK,Y24H6160222P01S01,439.0,Manningham (C),Vehicle Driver,Work Related,Place of work,421.0,439.0,12.91332,18.0,Vehicle Driver,18.0,12.91332,18.0,771.274833621,MELB - Middle,Greater Melbourne,771.274833621,0.0,0,No_WFH,771.274833621,50->54,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",771.274833621
Y24H6160233,Y24H6160233P04,Y24H6160233P04JTW1528,Weekday,FROM_HOME,Y24H6160233P04S01,465,Monash (C),TO_WORK,Y24H6160233P04S01,510.0,Stonnington (C),Vehicle Driver,Work Related,Place of work,465.0,510.0,13.52909,45.0,Vehicle Driver,45.0,13.52909,45.0,1182.119613603,MELB - Middle,Greater Melbourne,1182.119613603,0.0,0,No_WFH,704.104593273,35->39,Female,Full Licence,Self-Employed,"$3,000-$3,499 ($156,000-$181,999)",1182.119613603
Y24H6160310,Y24H6160310P01,Y24H6160310P01JTW1529,Weekday,FROM_HOME,Y24H6160310P01S01,505,Melbourne (C),TO_WORK,Y24H6160310P01S01,532.0,Melbourne (C),Walking,Work Related,Place of work,505.0,532.0,0.80453,27.0,Walking,27.0,0.80453,27.0,941.518033517,MELB - Inner,Greater Melbourne,941.518033517,0.0,0,No_WFH,941.518033517,60->64,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",941.518033517
Y24H6160311,Y24H6160311P01,Y24H6160311P01JTW1530,Weekday,FROM_HOME,Y24H6160311P01S01,585,Melbourne (C),TO_WORK,Y24H6160311P01S02,600.0,Yarra (C),Vehicle Driver,Other Purpose,Transport Feature,585.0,586.0,0.39906,1.0,Vehicle Driver,9.0,2.23115,15.0,602.69050718,MELB - Inner,Greater Melbourne,602.69050718,0.0,0,No_WFH,602.69050718,70->74,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",602.69050718
Y24H6160401,Y24H6160401P01,Y24H6160401P01JTW1531,Weekday,FROM_HOME,Y24H6160401P01S01,285,Banyule (C),TO_WORK,Y24H6160401P01S01,300.0,Manningham (C),Vehicle Driver,Work Related,Place of work,285.0,300.0,9.00947,15.0,Vehicle Driver,15.0,9.00947,15.0,429.270959566,MELB - Outer,Greater Melbourne,429.270959566,0.0,0,No_WFH,429.270959566,60->64,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",429.270959566
Y24H6160404,Y24H6160404P01,Y24H6160404P01JTW1532,Weekday,FROM_HOME,Y24H6160404P01S01,360,Banyule (C),TO_WORK,Y24H6160404P01S01,385.0,Boroondara (C),Vehicle Driver,Work Related,Place of work,360.0,385.0,13.05927,25.0,Vehicle Driver,25.0,13.05927,25.0,353.041038272,MELB - Outer,Greater Melbourne,353.041038272,0.0,0,No_WFH,353.041038272,70->74,Male,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",353.041038272
Y24H6160417,Y24H6160417P01,Y24H6160417P01JTW1533,Weekday,FROM_HOME,Y24H6160417P01S01,450,Banyule (C),TO_WORK,Y24H6160417P01S01,480.0,Nillumbik (S),Vehicle Driver,Work Related,Place of work,450.0,480.0,6.47793,30.0,Vehicle Driver,30.0,6.47793,30.0,668.090268412,MELB - Outer,Greater Melbourne,668.090268412,0.0,0,No_WFH,668.090268412,50->54,Female,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",668.090268412
Y24H6160430,Y24H6160430P01,Y24H6160430P01JTW1534,Weekday,FROM_HOME,Y24H6160430P01S01,430,Banyule (C),TO_WORK,Y24H6160430P01S02,450.0,Nillumbik (S),Vehicle Driver,Buy Something,Entertainment venue,430.0,433.0,1.45138,3.0,Vehicle Driver,18.0,8.83471,20.0,272.772213801,MELB - Outer,Greater Melbourne,272.772213801,0.0,0,No_WFH,272.772213801,65->69,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",272.772213801
Y24H6160432,Y24H6160432P02,Y24H6160432P02JTW1535,Weekday,FROM_HOME,Y24H6160432P02S01,455,Banyule (C),TO_WORK,Y24H6160432P02S04,533.0,Melbourne (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,455.0,456.0,0.43293,1.0,Train,66.0,28.37252,78.0,1628.615400872,MELB - Outer,Greater Melbourne,1628.615400872,3.0,1,Frequent_WFH,1628.615400872,40->44,Female,Full Licence,Paid Employee,Nil income,1628.615400872
Y24H6160436,Y24H6160436P03,Y24H6160436P03JTW1536,Weekday,FROM_HOME,Y24H6160436P03S01,405,Banyule (C),TO_WORK,Y24H6160436P03S03,465.0,Melbourne (C),Vehicle Driver,Change Mode,Transport Feature,405.0,410.0,1.25123,5.0,Train,55.0,23.2066,60.0,426.0050948,MELB - Outer,Greater Melbourne,426.0050948,2.0,1,Occasional_WFH,253.740941741,35->39,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",426.0050948
Y24H6170117,Y24H6170117P03,Y24H6170117P03JTW1537,Weekday,FROM_HOME,Y24H6170117P03S01,270,Casey (C),TO_WORK,Y24H6170117P03S01,290.0,Greater Dandenong (C),Vehicle Driver,Work Related,Place of work,270.0,290.0,14.49877,20.0,Vehicle Driver,20.0,14.49877,20.0,1364.704043213,MELB - Outer,Greater Melbourne,1364.704043213,4.0,1,Frequent_WFH,812.857154408,45->49,Male,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",1364.704043213
Y24H6170123,Y24H6170123P01,Y24H6170123P01JTW1538,Weekday,FROM_HOME,Y24H6170123P01S01,477,Casey (C),TO_WORK,Y24H6170123P01S01,483.0,Casey (C),Vehicle Driver,Work Related,Place of work,477.0,483.0,2.45955,6.0,Vehicle Driver,6.0,2.45955,6.0,536.253794801,MELB - Outer,Greater Melbourne,536.253794801,0.0,0,No_WFH,536.253794801,45->49,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",536.253794801
Y24H6170123,Y24H6170123P02,Y24H6170123P02JTW1539,Weekday,FROM_HOME,Y24H6170123P02S01,477,Casey (C),TO_WORK,Y24H6170123P02S02,913.0,Greater Dandenong (C),Vehicle Driver,Education,Place of education,477.0,506.0,19.55119,29.0,Vehicle Driver,35.0,20.33923,146.81999999999994,711.390669825,MELB - Outer,Greater Melbourne,711.390669825,0.0,0,No_WFH,711.390669825,20->24,Female,Green Probationary Licence,Paid Employee,"$400-$499 ($20,800-$25,999)",711.390669825
Y24H6170124,Y24H6170124P02,Y24H6170124P02JTW1540,Weekday,FROM_HOME,Y24H6170124P02S01,517,Casey (C),TO_WORK,Y24H6170124P02S01,525.0,Casey (C),Walking,Work Related,Place of work,517.0,525.0,0.40928,8.0,Walking,8.0,0.40928,8.0,603.912620469,MELB - Outer,Greater Melbourne,603.912620469,0.0,0,No_WFH,528.244249902,35->39,Female,No Car Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",603.912620469
Y24H6170129,Y24H6170129P01,Y24H6170129P01JTW1541,Weekday,FROM_HOME,Y24H6170129P01S01,390,Casey (C),TO_WORK,Y24H6170129P01S01,480.0,Brimbank (C),Vehicle Driver,Work Related,Place of work,390.0,480.0,87.28608,90.0,Vehicle Driver,90.0,86.52100259999997,90.0,230.57644685,MELB - Outer,Greater Melbourne,230.57644685,0.0,0,No_WFH,230.57644685,65->69,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",230.57644685
Y24H6170129,Y24H6170129P02,Y24H6170129P02JTW1542,Weekday,FROM_HOME,Y24H6170129P02S01,480,Casey (C),TO_WORK,Y24H6170129P02S01,510.0,Frankston (C),Vehicle Driver,Work Related,Place of work,480.0,510.0,18.21078,30.0,Vehicle Driver,30.0,18.21078,30.0,348.092151062,MELB - Outer,Greater Melbourne,348.092151062,0.0,0,No_WFH,348.092151062,60->64,Female,Full Licence,Paid Employee,"$500-$649 ($26,000-$33,799)",348.092151062
Y24H6170301,Y24H6170301P02,Y24H6170301P02JTW1543,Weekday,FROM_HOME,Y24H6170301P02S01,447,Boroondara (C),TO_WORK,Y24H6170301P02S01,467.0,Monash (C),Vehicle Driver,Work Related,Place of work,447.0,467.0,16.90423,20.0,Vehicle Driver,20.0,16.90423,20.0,326.672400395,MELB - Inner,Greater Melbourne,326.672400395,3.0,1,Frequent_WFH,326.672400395,40->44,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",326.672400395
Y24H6170303,Y24H6170303P01,Y24H6170303P01JTW1544,Weekday,FROM_HOME,Y24H6170303P01S01,660,Boroondara (C),TO_WORK,Y24H6170303P01S05,715.0,Melbourne (C),Walking,Change Mode,Transport Feature,660.0,667.0,0.67402,7.0,Train,39.0,11.43593,55.0,652.396266009,MELB - Inner,Greater Melbourne,652.396266009,1.0,1,Occasional_WFH,388.586063749,30->34,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",652.396266009
Y24H6170303,Y24H6170303P02,Y24H6170303P02JTW1545,Weekday,FROM_HOME,Y24H6170303P02S01,450,Boroondara (C),TO_WORK,Y24H6170303P02S01,470.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,450.0,470.0,8.16885,20.0,Vehicle Driver,20.0,8.16885,20.0,322.672840883,MELB - Inner,Greater Melbourne,322.672840883,0.0,0,No_WFH,322.672840883,25->29,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",322.672840883
Y24H6170308,Y24H6170308P02,Y24H6170308P02JTW1546,Weekday,FROM_HOME,Y24H6170308P02S08,792,Boroondara (C),TO_WORK,Y24H6170308P02S08,801.0,Boroondara (C),Vehicle Driver,Work Related,Place of work,792.0,801.0,4.43714,9.0,Vehicle Driver,9.0,4.43714,9.0,531.267433978,MELB - Inner,Greater Melbourne,531.267433978,0.0,0,No_WFH,531.267433978,45->49,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",531.267433978
Y24H6170309,Y24H6170309P02,Y24H6170309P02JTW1547,Weekday,FROM_HOME,Y24H6170309P02S01,480,Boroondara (C),TO_WORK,Y24H6170309P02S01,502.0,Whitehorse (C),Vehicle Driver,Work Related,Place of work,480.0,502.0,6.65594,22.0,Vehicle Driver,22.0,6.65594,22.0,308.564020823,MELB - Inner,Greater Melbourne,308.564020823,0.0,0,No_WFH,308.564020823,25->29,Male,Full Licence,Paid Employee,"$150-$299 ($7,800-$15,599)",308.564020823
Y24H6170311,Y24H6170311P01,Y24H6170311P01JTW1548,Weekday,FROM_HOME,Y24H6170311P01S01,510,Boroondara (C),TO_WORK,Y24H6170311P01S03,550.0,Melbourne (C),Walking,Change Mode,Transport Feature,510.0,520.0,0.64851,10.0,Train,35.0,9.35843,40.0,368.516273886,MELB - Inner,Greater Melbourne,368.516273886,0.0,0,No_WFH,219.498939154,25->29,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",368.516273886
Y24H6170311,Y24H6170311P02,Y24H6170311P02JTW1549,Weekday,FROM_HOME,Y24H6170311P02S01,525,Boroondara (C),TO_WORK,Y24H6170311P02S01,530.0,Boroondara (C),Walking,Work Related,Place of work,525.0,530.0,0.42178,5.0,Walking,5.0,0.42178,5.0,211.009354158,MELB - Inner,Greater Melbourne,211.009354158,0.0,0,No_WFH,211.009354158,25->29,Male,No Car Licence,Paid Employee,Nil income,211.009354158
Y24H6170315,Y24H6170315P02,Y24H6170315P02JTW1550,Weekday,FROM_HOME,Y24H6170315P02S07,1164,Boroondara (C),TO_WORK,Y24H6170315P02S07,1170.0,Boroondara (C),Vehicle Driver,Work Related,Place of work,1164.0,1170.0,2.06758,6.0,Vehicle Driver,6.0,2.06758,6.0,368.682265212,MELB - Inner,Greater Melbourne,368.682265212,5.0,1,Full_WFH,368.682265212,60->64,Female,Full Licence,Self-Employed,"$150-$299 ($7,800-$15,599)",368.682265212
