persid,hhid,persno,travdow,agegroup,sex,relationship,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,anzsco1,anzsco2,anzsic1,anzsic2,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight,perspoststratweight_GROUP_1,perspoststratweight_GROUP_2,perspoststratweight_GROUP_3,perspoststratweight_GROUP_4,perspoststratweight_GROUP_5,perspoststratweight_GROUP_6,perspoststratweight_GROUP_7,perspoststratweight_GROUP_8,perspoststratweight_GROUP_9,perspoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,weight,wfh_intensity_weekdays,wfh_intensity_weekends,wfh_intensity_total,wfh_intensity,wfh_adopter,wfh_category,is_worker,hhsize,dwelltype,totalvehs,hhinc_group,homelga,hhpoststratweight,analysis_weight,weight_source
Y24H5990230P01,Y24H5990230,1,Tuesday,50->54,Male,Self,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Self-Employed,Managers,Specialist Managers,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,3,Nil income,Yes,1,1,0,1,0,1,0,1,Not applicable,No,No,No,1070.683472507,1101.47448294,1002.315260424,1180.661101646,0.0,1285.739525237,959.593242097,1035.876207968,1218.628219762,1032.96382802,1220.22289013,MELB - Outer,Greater Melbourne,Weekday,1070.683472507,3,1,4,3,1,Frequent_WFH,1,5,Separate House,4,"$300-$399 ($15,600-$20,799)",Yarra Ranges (S),1313.934196,1070.683472507,perspoststratweight
Y24H5990230P02,Y24H5990230,2,Tuesday,50->54,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Employer,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,0,Negative income,Yes,1,1,1,1,1,0,0,1,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1133.206160464,1172.352454814,1056.934898389,1273.695891286,0.0,1341.244333168,1008.234200591,1105.923002986,1285.872330173,1108.909015857,1243.248692452,MELB - Outer,Greater Melbourne,Weekday,1133.206160464,5,0,5,5,1,Full_WFH,1,5,Separate House,4,"$300-$399 ($15,600-$20,799)",Yarra Ranges (S),1313.934196,1133.206160464,perspoststratweight
Y24H5990230P03,Y24H5990230,3,Tuesday,20->24,Male,Child,Green Probationary Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Sales Workers,Sales Support Workers,Retail Trade,Food Retailing,At Home,0,"$150-$299 ($7,800-$15,599)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,736.153265434,814.600644147,678.270621679,845.965159621,0.0,828.867719068,647.589592423,628.439194413,806.69759253,661.928192065,807.011355082,MELB - Outer,Greater Melbourne,Weekday,736.153265434,0,0,0,0,0,No_WFH,1,5,Separate House,4,"$300-$399 ($15,600-$20,799)",Yarra Ranges (S),1313.934196,736.153265434,perspoststratweight
Y24H5990230P04,Y24H5990230,4,Tuesday,15->19,Female,Child,No Car Licence,No,No,Yes,No,Yes,No,Yes,Secondary,No other activity,Secondary School,Paid Employee,Managers,Specialist Managers,Electricity Gas Water and Waste Services,Electricity Supply,At Home,3,"$1-$149 ($1-$7,799)",Missing/Refused,0,0,0,0,0,0,0,0,Not applicable,No,No,No,749.718282027,771.076161198,720.502933895,889.498830867,0.0,893.250393568,635.109802701,706.905415682,837.316813767,707.165327592,819.688055582,MELB - Outer,Greater Melbourne,Weekday,749.718282027,0,0,0,0,0,No_WFH,1,5,Separate House,4,"$300-$399 ($15,600-$20,799)",Yarra Ranges (S),1313.934196,749.718282027,perspoststratweight
Y24H5990231P01,Y24H5990231,1,Wednesday,55->59,Male,Self,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Self-Employed,Labourers,Other Labourers,Other Services,Repair and Maintenance,At Home,2,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,1277.723917045,1335.187719654,1167.228092366,1388.941466027,0.0,1318.075499273,1191.980638515,1605.640255565,1423.647338128,1252.17885132,1340.927106732,MELB - Outer,Greater Melbourne,Weekday,1277.723917045,0,0,0,0,0,No_WFH,1,4,Separate House,4,"$1,500-$1,749 ($78,000-$90,999)",Yarra Ranges (S),1073.962346,1277.723917045,perspoststratweight
Y24H5990231P02,Y24H5990231,2,Wednesday,55->59,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Hospitals,At Home,12,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,Yes,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852,MELB - Outer,Greater Melbourne,Weekday,740.388348002,0,0,0,0,0,No_WFH,1,4,Separate House,4,"$1,500-$1,749 ($78,000-$90,999)",Yarra Ranges (S),1073.962346,740.388348002,perspoststratweight
Y24H5990231P03,Y24H5990231,3,Wednesday,20->24,Female,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At Home,3,"$300-$399 ($15,600-$20,799)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,636.841725375,684.081494009,604.276879643,714.069869479,0.0,611.718973866,576.196258649,663.408758428,729.438431123,606.089209823,652.141030289,MELB - Outer,Greater Melbourne,Weekday,636.841725375,0,0,0,0,0,No_WFH,1,4,Separate House,4,"$1,500-$1,749 ($78,000-$90,999)",Yarra Ranges (S),1073.962346,636.841725375,perspoststratweight
Y24H5990231P04,Y24H5990231,4,Wednesday,20->24,Female,Child,Green Probationary Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,Clerical and Office Support Workers,Manufacturing,Printing (including the Reproduction of Recorded Media),At Home,6,"$800-$999 ($41,600-$51,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,636.841725375,684.081494009,604.276879643,714.069869479,0.0,611.718973866,576.196258649,663.408758428,729.438431123,606.089209823,652.141030289,MELB - Outer,Greater Melbourne,Weekday,636.841725375,0,0,0,0,0,No_WFH,1,4,Separate House,4,"$1,500-$1,749 ($78,000-$90,999)",Yarra Ranges (S),1073.962346,636.841725375,perspoststratweight
Y24H5990232P01,Y24H5990232,1,Thursday,35->39,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Community and Personal Service Workers,Protective Service Workers,Public Administration and Safety,Public Order Safety and Regulatory Services,At Home,8,"$2,000-$2,999 ($104,000-$155,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,Yes,877.795435762,1154.352600629,837.854973015,913.675317765,0.0,1094.941677963,796.397842938,821.244269921,821.802371293,926.133547964,1061.289038452,MELB - Outer,Greater Melbourne,Weekday,877.795435762,0,0,0,0,0,No_WFH,1,5,Separate House,1,"$2,500-$2,999 ($130,000-$155,999)",Yarra Ranges (S),563.4608692,877.795435762,perspoststratweight
Y24H5990234P02,Y24H5990234,2,Saturday,50->54,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Managers,Hospitality Retail and Service Managers,Retail Trade,Other Store-Based Retailing,At Home,8,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,508.183921439,630.054507743,533.25134518,574.204131955,0.0,576.342859481,525.975755612,474.461422145,594.19729999,536.311522112,632.496469367,MELB - Outer,Greater Melbourne,Weekend,508.183921439,0,0,0,0,0,No_WFH,1,2,Separate House,2,"$3,000-$3,499 ($156,000-$181,999)",Yarra Ranges (S),589.2310293,508.183921439,perspoststratweight
Y24H5990236P01,Y24H5990236,1,Monday,60->64,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Professional Scientific and Technical Services,Professional Scientific and Technical Services (Except Computer System Design and Related Services),At another location,0,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,411.595915528,445.950388513,400.328712949,436.072889611,0.0,549.020964157,497.068933797,413.854808396,403.621854394,418.925948621,529.108061035,MELB - Outer,Greater Melbourne,Weekday,411.595915528,0,0,0,0,0,No_WFH,1,2,Separate House,3,"$2,000-$2,499 ($104,000-$129,999)",Yarra Ranges (S),519.9428224,411.595915528,perspoststratweight
Y24H5990236P02,Y24H5990236,2,Monday,60->64,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At Home,2,"$500-$649 ($26,000-$33,799)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,435.631107675,474.646522272,422.144014214,470.434951253,0.0,572.721956906,522.264931764,441.840008469,425.893776298,449.72606862,539.092415303,MELB - Outer,Greater Melbourne,Weekday,435.631107675,0,0,0,0,0,No_WFH,1,2,Separate House,3,"$2,000-$2,499 ($104,000-$129,999)",Yarra Ranges (S),519.9428224,435.631107675,perspoststratweight
Y24H5990237P01,Y24H5990237,1,Tuesday,35->39,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Manufacturing,Polymer Product and Rubber Product Manufacturing,At another location,0,"$1,750-$1,999 ($91,000-$103,999)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,578.320769132,790.919362943,573.165080798,553.272826423,0.0,647.475859224,532.183366066,579.389451147,638.770643263,604.733779514,699.424546491,MELB - Outer,Greater Melbourne,Weekday,578.320769132,0,0,0,0,0,No_WFH,1,4,Separate House,1,"$1,750-$1,999 ($91,000-$103,999)",Yarra Ranges (S),477.7929348,578.320769132,perspoststratweight
Y24H5990237P02,Y24H5990237,2,Tuesday,35->39,Female,Spouse,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At another location,0,Nil income,No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,612.091878817,841.813651671,604.398835729,596.870113526,0.0,675.427106348,559.159284491,618.568238929,674.018114942,649.194794731,712.622800251,MELB - Outer,Greater Melbourne,Weekday,612.091878817,0,0,0,0,0,No_WFH,1,4,Separate House,1,"$1,750-$1,999 ($91,000-$103,999)",Yarra Ranges (S),477.7929348,612.091878817,perspoststratweight
Y24H5990240P01,Y24H5990240,1,Friday,60->64,Male,Self,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Self-Employed,Professionals,Design Engineering Science and Transport Professionals,Manufacturing,Polymer Product and Rubber Product Manufacturing,At Home,5,"$1,000-$1,249 ($52,000-$64,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,430.579446059,419.058596594,420.664743528,480.120068644,0.0,571.285420926,478.752260412,494.79236754,424.547561126,425.677703001,560.951846671,MELB - Outer,Greater Melbourne,Weekday,430.579446059,0,0,0,0,0,No_WFH,1,4,Separate House,3,"$3,000-$3,499 ($156,000-$181,999)",Yarra Ranges (S),543.9235036,430.579446059,perspoststratweight
Y24H5990240P02,Y24H5990240,2,Friday,50->54,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Preschool and School Education,At Home,4,"$1,250-$1,499 ($65,000-$77,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,469.108321287,502.057789725,484.833249333,495.256042384,0.0,650.15538904,463.237730822,495.924476117,518.945035497,478.859985807,600.004128364,MELB - Outer,Greater Melbourne,Weekday,469.108321287,0,0,0,0,0,No_WFH,1,4,Separate House,3,"$3,000-$3,499 ($156,000-$181,999)",Yarra Ranges (S),543.9235036,469.108321287,perspoststratweight
Y24H5990240P03,Y24H5990240,3,Friday,20->24,Female,Child,Green Probationary Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Sales Workers,Sales Representatives and Agents,Rental Hiring and Real Estate Services,Rental and Hiring Services (except Real Estate),At Home,0,"$800-$999 ($41,600-$51,999)",Yes,0,0,1,0,1,0,0,1,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,322.537548608,371.299204152,328.088539026,354.859964782,0.0,419.130627764,312.619889488,300.864500858,343.527011768,306.855783387,396.821063268,MELB - Outer,Greater Melbourne,Weekday,322.537548608,2,0,2,2,1,Occasional_WFH,1,4,Separate House,3,"$3,000-$3,499 ($156,000-$181,999)",Yarra Ranges (S),543.9235036,322.537548608,perspoststratweight
Y24H5990304P01,Y24H5990304,1,Thursday,55->59,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Technicians and Trades Workers,Engineering ICT and Science Technicians,Construction,Heavy and Civil Engineering Construction,At Home,9,"$3,000-$3,499 ($156,000-$181,999)",Yes,1,1,1,0,1,0,0,0,Full Adult,No,No,No,900.1615996,983.803788212,917.952540233,807.758336564,1438.839058774,676.117150993,942.83233413,1330.827747637,1145.569381423,0.0,991.79321638,MELB - Middle,Greater Melbourne,Weekday,900.1615996,4,0,4,4,1,Frequent_WFH,1,5,Separate House,3,"$5,000-$5,999 ($260,000-$311,999)",Bayside (C),373.6430661,900.1615996,perspoststratweight
Y24H5990304P02,Y24H5990304,2,Thursday,55->59,Female,Spouse,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Health Care and Social Assistance,Social Assistance Services,At Home,8,"$1,750-$1,999 ($91,000-$103,999)",Yes,0,0,1,0,0,0,0,0,Not applicable,No,No,No,480.784293239,497.281828549,490.482866035,463.898183154,667.882702646,375.823577197,513.331119366,821.797064797,545.833318803,0.0,585.482474928,MELB - Middle,Greater Melbourne,Weekday,480.784293239,1,0,1,1,1,Occasional_WFH,1,5,Separate House,3,"$5,000-$5,999 ($260,000-$311,999)",Bayside (C),373.6430661,480.784293239,perspoststratweight
Y24H5990304P03,Y24H5990304,3,Thursday,20->24,Male,Child,Full Licence,No,No,No,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Technicians and Trades Workers,Construction Trades Workers,Manufacturing,Furniture and Other Manufacturing,At another location,2,"$500-$649 ($26,000-$33,799)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,1116.802822855,1195.215104809,1135.111648347,1167.654685411,1700.328298533,919.658050182,1062.692998607,1328.483403704,1640.405495661,0.0,1274.235978345,MELB - Middle,Greater Melbourne,Weekday,1116.802822855,0,0,0,0,0,No_WFH,1,5,Separate House,3,"$5,000-$5,999 ($260,000-$311,999)",Bayside (C),373.6430661,1116.802822855,perspoststratweight
Y24H5990304P04,Y24H5990304,4,Thursday,20->24,Male,Child,Green Probationary Licence,No,No,No,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Community and Personal Service Workers,Sports and Personal Service Workers,Education and Training,Preschool and School Education,At Home,Refused to complete diary/Missing,"$1,000-$1,249 ($52,000-$64,999)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,516.910650814,525.658283752,526.778166403,507.542938782,512.761393595,521.563191635,515.991937025,525.049022861,527.508163237,525.465246428,519.871484817,MELB - Middle,Greater Melbourne,Weekday,516.910650814,0,0,0,0,0,No_WFH,1,5,Separate House,3,"$5,000-$5,999 ($260,000-$311,999)",Bayside (C),373.6430661,516.910650814,perspoststratweight
Y24H5990305P01,Y24H5990305,1,Friday,65->69,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Professionals,Legal Social and Welfare Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,2,"$3,000-$3,499 ($156,000-$181,999)",Yes,1,0,1,0,1,0,0,1,Not applicable,No,No,No,268.821835048,301.354632964,273.222032577,200.632710025,274.840919189,286.289241883,262.944649983,320.783763925,314.756215831,0.0,419.080271389,MELB - Middle,Greater Melbourne,Weekday,268.821835048,3,0,3,3,1,Frequent_WFH,1,1,Separate House,1,"$3,500-$3,999 ($182,000-$207,999)",Bayside (C),378.1812933,268.821835048,perspoststratweight
Y24H5990311P02,Y24H5990311,2,Thursday,55->59,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Public Administration and Safety,Public Administration,At Home,8,"$2,000-$2,999 ($104,000-$155,999)",Yes,0,0,0,0,1,0,0,0,Not applicable,No,No,Yes,375.607340119,378.489775192,382.0504289,386.132912194,397.808399277,359.904912276,377.827158692,551.87777296,503.803037894,0.0,551.510812,MELB - Middle,Greater Melbourne,Weekday,375.607340119,1,0,1,1,1,Occasional_WFH,1,4,Separate House,2,"$2,500-$2,999 ($130,000-$155,999)",Bayside (C),486.5074288,375.607340119,perspoststratweight
Y24H5990311P03,Y24H5990311,3,Thursday,15->19,Male,Child,Learners Permit,No,No,No,No,No,Yes,Yes,Secondary,No other activity,Secondary School,Paid Employee,Sales Workers,Sales Assistants and Salespersons,Retail Trade,Food Retailing,At Home,9,"$1-$149 ($1-$7,799)",No,0,0,0,0,0,0,0,0,Full Adult,No,No,No,246.028342546,247.156478374,249.912210735,232.359584054,291.393401542,239.400829287,239.062298327,353.324591626,294.934040816,0.0,333.323937157,MELB - Middle,Greater Melbourne,Weekday,246.028342546,0,0,0,0,0,No_WFH,1,4,Separate House,2,"$2,500-$2,999 ($130,000-$155,999)",Bayside (C),486.5074288,246.028342546,perspoststratweight
Y24H5990311P04,Y24H5990311,4,Thursday,15->19,Male,Child,Learners Permit,No,No,No,No,No,Yes,Yes,Secondary,No other activity,Secondary School,Paid Employee,Sales Workers,Sales Assistants and Salespersons,Retail Trade,Food Retailing,At Home,11,"$1-$149 ($1-$7,799)",No,0,0,0,0,0,0,0,0,Full Adult,No,No,No,246.028342546,247.156478374,249.912210735,232.359584054,291.393401542,239.400829287,239.062298327,353.324591626,294.934040816,0.0,333.323937157,MELB - Middle,Greater Melbourne,Weekday,246.028342546,0,0,0,0,0,No_WFH,1,4,Separate House,2,"$2,500-$2,999 ($130,000-$155,999)",Bayside (C),486.5074288,246.028342546,perspoststratweight
Y24H5990312P01,Y24H5990312,1,Friday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Education and Training,Tertiary Education,At Home,4,"$2,000-$2,999 ($104,000-$155,999)",Yes,1,1,1,1,1,0,0,1,Not applicable,No,No,No,390.97884619,390.218190039,394.782367876,333.754508455,435.265749334,477.199554894,397.025142399,590.916570518,385.63219215,0.0,485.911659087,MELB - Middle,Greater Melbourne,Weekday,390.97884619,5,0,5,5,1,Full_WFH,1,2,Separate House,1,"$2,500-$2,999 ($130,000-$155,999)",Bayside (C),370.3047869,390.97884619,perspoststratweight
Y24H5990315P01,Y24H5990315,1,Monday,55->59,Male,Self,Full Licence,Yes,Yes,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Transport Postal and Warehousing,Air and Space Transport,At Home,2,"$3,000-$3,499 ($156,000-$181,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,549.995410724,489.767828723,545.51485431,580.70961402,528.373468548,518.973661537,588.441147729,1678.500514549,594.275282018,0.0,562.559999556,MELB - Middle,Greater Melbourne,Weekday,549.995410724,0,0,0,0,0,No_WFH,1,5,Separate House,5,"$6,000-$7,999 ($312,000-$415,999)",Bayside (C),679.1810122,549.995410724,perspoststratweight
Y24H5990315P02,Y24H5990315,2,Monday,50->54,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,MANAGERS (NEC),Health Care and Social Assistance,Health Care and Social Assistance (NEC),At Home,4,"$2,000-$2,999 ($104,000-$155,999)",Yes,0,0,0,0,1,0,0,0,Not applicable,No,No,No,572.116597225,526.799053076,566.575575848,675.754680729,556.139034362,496.469532186,593.360328831,1670.944137459,656.31808556,0.0,674.964159829,MELB - Middle,Greater Melbourne,Weekday,572.116597225,1,0,1,1,1,Occasional_WFH,1,5,Separate House,5,"$6,000-$7,999 ($312,000-$415,999)",Bayside (C),679.1810122,572.116597225,perspoststratweight
Y24H5990315P04,Y24H5990315,4,Monday,20->24,Female,Child,Green Probationary Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Community and Personal Service Workers,Carers and Aides,Health Care and Social Assistance,Social Assistance Services,At Home,4,"$150-$299 ($7,800-$15,599)",No,0,0,0,0,0,0,0,0,Not applicable,No,Yes,No,343.726247973,313.216198227,339.570611234,260.716254105,347.780365179,368.85747392,330.972126478,940.814386442,448.598071317,0.0,469.261298812,MELB - Middle,Greater Melbourne,Weekday,343.726247973,0,0,0,0,0,No_WFH,1,5,Separate House,5,"$6,000-$7,999 ($312,000-$415,999)",Bayside (C),679.1810122,343.726247973,perspoststratweight
Y24H5990315P05,Y24H5990315,5,Monday,15->19,Male,Child,Red Probationary Licence,No,No,No,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Labourers,Food Preparation Assistants,Accommodation and Food Services,Food and Beverage Services,At Home,2,"$150-$299 ($7,800-$15,599)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,1178.110866162,1042.234655364,1163.538642137,1623.545078577,1004.737787342,1246.087115112,1052.319559286,2785.035508263,1833.923145003,0.0,1191.772006704,MELB - Middle,Greater Melbourne,Weekday,1178.110866162,0,0,0,0,0,No_WFH,1,5,Separate House,5,"$6,000-$7,999 ($312,000-$415,999)",Bayside (C),679.1810122,1178.110866162,perspoststratweight
Y24H5990318P01,Y24H5990318,1,Thursday,50->54,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Sales Workers,Sales Representatives and Agents,Retail Trade,Non-Store Retailing and Retail Commission-Based Buying and/or Selling,At Home,20,"$1,500-$1,749 ($78,000-$90,999)",Yes,1,1,1,1,1,0,0,1,Not applicable,No,No,No,573.133982097,586.754568457,582.068012569,662.987960978,628.620648647,530.537743059,579.394926577,763.732536432,692.888535276,0.0,801.246447729,MELB - Middle,Greater Melbourne,Weekday,573.133982097,5,0,5,5,1,Full_WFH,1,4,Terrace or Townhouse,2,"$3,000-$3,499 ($156,000-$181,999)",Bayside (C),486.5074288,573.133982097,perspoststratweight
Y24H5990318P02,Y24H5990318,2,Thursday,50->54,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Transport Postal and Warehousing,Air and Space Transport,At another location,0,"$1,250-$1,499 ($65,000-$77,999)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,546.420801393,564.354574458,554.935125148,630.239505773,592.409278527,493.508957957,542.514106069,747.965716801,716.959790266,0.0,840.78581162,MELB - Middle,Greater Melbourne,Weekday,546.420801393,0,0,0,0,0,No_WFH,1,4,Terrace or Townhouse,2,"$3,000-$3,499 ($156,000-$181,999)",Bayside (C),486.5074288,546.420801393,perspoststratweight
Y24H5990321P01,Y24H5990321,1,Sunday,60->64,Female,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,Office Managers and Program Administrators,Public Administration and Safety,Public Administration,At Home,4,"$1,750-$1,999 ($91,000-$103,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,345.860776844,323.57978169,349.134431187,320.723282582,426.144474275,330.277625078,331.832927063,659.791212071,398.949889922,0.0,464.370373825,MELB - Middle,Greater Melbourne,Weekend,345.860776844,0,0,0,0,0,No_WFH,1,2,Separate House,2,"$2,500-$2,999 ($130,000-$155,999)",Bayside (C),474.531388,345.860776844,perspoststratweight
Y24H5990326P01,Y24H5990326,1,Friday,35->39,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Hospitality Retail and Service Managers,Accommodation and Food Services,Accommodation and Food Services (NEC),At Home,7,"$3,000-$3,499 ($156,000-$181,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,Yes,590.852410094,728.51476241,600.535281293,607.154836059,610.8703542,721.146986696,616.918925554,538.214086883,0.0,639.448216792,650.856282219,MELB - Middle,Greater Melbourne,Weekday,590.852410094,0,0,0,0,0,No_WFH,1,4,Terrace or Townhouse,1,"$3,500-$3,999 ($182,000-$207,999)",Glen Eira (C),643.234384,590.852410094,perspoststratweight
Y24H5990327P01,Y24H5990327,1,Saturday,50->54,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Employer,Managers,MANAGERS (NEC),Retail Trade,Other Store-Based Retailing,At Home,10,"$2,000-$2,999 ($104,000-$155,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,Yes,No,688.807592107,766.948544265,695.560334306,906.927747888,749.597801803,766.152271307,717.292482567,599.065197786,0.0,766.818747224,704.882268281,MELB - Middle,Greater Melbourne,Weekend,688.807592107,0,0,0,0,0,No_WFH,1,4,Terrace or Townhouse,2,"$3,000-$3,499 ($156,000-$181,999)",Glen Eira (C),772.933688,688.807592107,perspoststratweight
Y24H5990327P02,Y24H5990327,2,Saturday,45->49,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Employer,Managers,MANAGERS (NEC),Retail Trade,Other Store-Based Retailing,At Home,7,"$1-$149 ($1-$7,799)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,840.020533572,890.615426106,845.505246256,942.688608302,900.947874763,1184.423292062,914.501442136,799.022928943,0.0,836.313088597,842.569439947,MELB - Middle,Greater Melbourne,Weekend,840.020533572,0,0,0,0,0,No_WFH,1,4,Terrace or Townhouse,2,"$3,000-$3,499 ($156,000-$181,999)",Glen Eira (C),772.933688,840.020533572,perspoststratweight
Y24H5990328P01,Y24H5990328,1,Sunday,35->39,Female,Self,Full Licence,No,No,No,No,Yes,No,Yes,No Study,Keeping House,Part-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,3,"$650-$799 ($33,800-$41,599)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,550.502539027,671.790214478,556.552833832,491.299058863,613.777805893,676.707269144,591.613562712,560.713972261,0.0,652.431040108,556.226117646,MELB - Middle,Greater Melbourne,Weekend,550.502539027,0,0,0,0,0,No_WFH,1,2,"Unit, Flat or Apartment",1,"$650-$799 ($33,800-$41,599)",Glen Eira (C),587.2507469,550.502539027,perspoststratweight
